e177c726c8a7c517daa21c4ef6707dd80eb01f1c,MODIFY,regular-file,android/app/google-services.json,1018,23
379fe74c74b18f037ed2c8bdee6550707c686a76,MODIFY,regular-file,android/app/src/main/AndroidManifest.xml,3026,20
